Hospital_ID,District_ID,Instrument_ID,Annual_Projected_Revenue
Hospital 1296,District 13,Instrument 7,360
Hospital 1296,District 20,Instrument 5,276
Hospital 1299,District 20,Instrument 5,18630
Hospital 13,District 50,Instrument 4,4536
Hospital 1301,District 19,Instrument 3,17929
Hospital 1301,District 19,Instrument 5,90000
Hospital 1301,District 20,Instrument 4,750
Hospital 1303,District 13,Instrument 7,2907
Hospital 1303,District 20,Instrument 4,6300
Hospital 1304,District 13,Instrument 7,216797
Hospital 1304,District 3,Instrument 3,412800
Hospital 1304,District 32,Instrument 7,8640
Hospital 1304,District 39,Instrument 3,1611
Hospital 1304,District 4,Instrument 3,18768
Hospital 1304,District 4,Instrument 4,9792
Hospital 1304,District 5,Instrument 3,4050
Hospital 1304,District 7,Instrument 3,12572
Hospital 1304,District 8,Instrument 3,216
Hospital 1305,District 50,Instrument 4,71624
Hospital 1306,District 17,Instrument 3,4104
Hospital 1306,District 20,Instrument 4,2824
Hospital 1307,District 13,Instrument 7,333250
Hospital 1307,District 15,Instrument 3,10800
Hospital 1307,District 20,Instrument 2,829
Hospital 1307,District 3,Instrument 2,13320
Hospital 1307,District 3,Instrument 3,900
Hospital 1307,District 39,Instrument 3,9678
Hospital 1307,District 44,Instrument 13,25133
Hospital 1307,District 44,Instrument 5,104400
Hospital 1308,District 29,Instrument 7,45978
Hospital 131,District 13,Instrument 8,480
Hospital 131,District 20,Instrument 5,3864
Hospital 131,District 28,Instrument 19,3944
Hospital 1312,District 20,Instrument 5,12834
Hospital 1314,District 13,Instrument 7,61901
Hospital 1314,District 15,Instrument 3,2250
Hospital 1314,District 39,Instrument 3,1103
Hospital 1315,District 20,Instrument 5,4140
Hospital 1317,District 19,Instrument 2,2250
Hospital 1317,District 19,Instrument 3,2334
Hospital 1317,District 20,Instrument 13,5033
Hospital 1317,District 41,Instrument 7,21544
Hospital 1317,District 50,Instrument 13,23527
Hospital 1318,District 32,Instrument 7,2700
Hospital 1318,District 39,Instrument 8,295
Hospital 1320,District 20,Instrument 4,22800
Hospital 1321,District 39,Instrument 3,166542
Hospital 1323,District 13,Instrument 7,504
Hospital 1324,District 20,Instrument 4,126
Hospital 1324,District 20,Instrument 5,3252
Hospital 1328,District 12,Instrument 4,249000
Hospital 1328,District 13,Instrument 7,162106
Hospital 1328,District 20,Instrument 4,6840
Hospital 1329,District 12,Instrument 5,334230
Hospital 1329,District 13,Instrument 7,43130
Hospital 1329,District 19,Instrument 5,65021
Hospital 1329,District 20,Instrument 4,13500
Hospital 1329,District 20,Instrument 5,280674
Hospital 1329,District 23,Instrument 5,87600
Hospital 1329,District 30,Instrument 5,65021
Hospital 1329,District 4,Instrument 5,21484
Hospital 1329,District 41,Instrument 4,4200
Hospital 1329,District 41,Instrument 7,147901
Hospital 1329,District 43,Instrument 5,65021
Hospital 1329,District 50,Instrument 4,90990
Hospital 133,District 13,Instrument 2,9612
Hospital 133,District 13,Instrument 3,384
Hospital 133,No District Available,Instrument 13,67909
Hospital 1331,District 20,Instrument 5,51456
Hospital 1331,District 50,Instrument 2,11284
Hospital 1331,District 50,Instrument 4,10950
Hospital 1331,District 50,Instrument 7,3000
Hospital 1332,District 20,Instrument 4,150
Hospital 1332,District 20,Instrument 5,110900
Hospital 1332,District 23,Instrument 2,5262
Hospital 1332,District 5,Instrument 5,6000
Hospital 1332,District 50,Instrument 4,23360
Hospital 1332,District 53,Instrument 2,323928
Hospital 1332,District 53,Instrument 3,336468
Hospital 1334,District 13,Instrument 7,2061
Hospital 1336,District 13,Instrument 13,3975
Hospital 1336,District 15,Instrument 2,300
Hospital 1336,District 15,Instrument 3,180
Hospital 1336,District 15,Instrument 5,9000
Hospital 1336,District 15,Instrument 7,12000
Hospital 1336,District 20,Instrument 4,1362
Hospital 1336,District 28,Instrument 7,4352
Hospital 1336,District 32,Instrument 20,1800
Hospital 1336,District 50,Instrument 4,12464
Hospital 1338,District 39,Instrument 3,10092
Hospital 134,District 39,Instrument 3,54700
Hospital 134,District 39,Instrument 8,2687
Hospital 1344,District 12,Instrument 2,10080
Hospital 1344,District 12,Instrument 3,504
Hospital 1344,District 50,Instrument 4,2694
Hospital 1346,District 13,Instrument 7,9576
Hospital 1346,District 17,Instrument 2,1794
Hospital 1346,District 19,Instrument 3,8040
Hospital 1346,District 19,Instrument 4,1584
Hospital 1346,District 20,Instrument 4,1080
Hospital 1346,District 20,Instrument 5,25236
Hospital 1346,District 4,Instrument 3,600
Hospital 1346,District 4,Instrument 4,600
Hospital 1346,District 50,Instrument 4,2400
Hospital 1346,District 8,Instrument 3,1320
Hospital 1346,District 8,Instrument 4,462
Hospital 1346,District 9,Instrument 2,218790
Hospital 1346,District 9,Instrument 4,20640
Hospital 1347,District 13,Instrument 7,34236
Hospital 1347,District 39,Instrument 3,3187
Hospital 1348,District 20,Instrument 13,2100
Hospital 1348,District 20,Instrument 4,22140
Hospital 1348,District 20,Instrument 5,32733
Hospital 135,District 13,Instrument 7,27540
Hospital 135,District 20,Instrument 5,71346
Hospital 135,District 41,Instrument 4,10008
Hospital 135,District 50,Instrument 13,2465
Hospital 1350,District 39,Instrument 3,3384
Hospital 1350,District 39,Instrument 8,252743
Hospital 1351,District 18,Instrument 18,3508
Hospital 1351,District 21,Instrument 18,1646
Hospital 1351,District 37,Instrument 18,322224
Hospital 1351,District 39,Instrument 7,54690
Hospital 1351,No District Available,Instrument 18,8352
Hospital 1353,District 20,Instrument 4,5076
Hospital 1353,District 34,Instrument 7,150
Hospital 1353,District 8,Instrument 3,1698
Hospital 1353,District 8,Instrument 5,3438
Hospital 1353,District 8,Instrument 7,1920
Hospital 1354,District 30,Instrument 3,50000
Hospital 1354,District 41,Instrument 4,960
Hospital 1354,District 43,Instrument 2,28943
Hospital 1354,District 43,Instrument 3,29823
Hospital 1354,District 50,Instrument 19,124964
Hospital 1355,District 13,Instrument 3,22440
Hospital 1358,District 39,Instrument 3,126
Hospital 1358,District 4,Instrument 2,1080
Hospital 1358,District 4,Instrument 4,3060
Hospital 136,District 13,Instrument 7,35856
Hospital 136,District 8,Instrument 7,6600
Hospital 1360,District 18,Instrument 3,1260
Hospital 1360,District 39,Instrument 3,7602
Hospital 1360,District 41,Instrument 7,3954
Hospital 1360,District 50,Instrument 13,1421
Hospital 1360,District 50,Instrument 5,5886
Hospital 1360,District 8,Instrument 3,7440
Hospital 1360,District 8,Instrument 5,4800
Hospital 1360,District 8,Instrument 7,2112
Hospital 1361,District 41,Instrument 7,2700
Hospital 1362,District 39,Instrument 3,24744
Hospital 1362,District 8,Instrument 7,750
Hospital 1362,District 8,Instrument 8,2956
Hospital 1366,District 20,Instrument 4,61860
Hospital 1366,District 50,Instrument 4,15498
Hospital 1369,District 20,Instrument 19,2880
Hospital 1369,District 20,Instrument 2,4800
Hospital 1369,District 20,Instrument 3,15750
Hospital 137,District 19,Instrument 2,38997
Hospital 137,District 19,Instrument 5,23500
Hospital 137,District 19,Instrument 7,38016
Hospital 137,District 41,Instrument 7,1680
Hospital 137,District 50,Instrument 13,243603
Hospital 1370,District 20,Instrument 7,15600
Hospital 1370,District 39,Instrument 3,11363
Hospital 1371,District 18,Instrument 7,4830
Hospital 1371,District 39,Instrument 3,4984
Hospital 1372,District 13,Instrument 13,1131
Hospital 1372,District 13,Instrument 7,10211
Hospital 1372,District 39,Instrument 3,1117
Hospital 1373,District 39,Instrument 3,12188
Hospital 1374,District 13,Instrument 5,87554
Hospital 1374,District 13,Instrument 7,89342
Hospital 1375,District 20,Instrument 4,4650
Hospital 1375,District 20,Instrument 5,828
Hospital 1375,District 34,Instrument 3,336
Hospital 1375,District 39,Instrument 3,1201
Hospital 1377,District 50,Instrument 4,17808
Hospital 1378,District 39,Instrument 7,5482
Hospital 1379,District 39,Instrument 3,181
Hospital 1379,District 44,Instrument 4,26460
Hospital 138,District 13,Instrument 13,7500
Hospital 138,District 28,Instrument 13,7500
Hospital 138,District 50,Instrument 13,129071
Hospital 138,District 50,Instrument 4,24960
Hospital 138,District 50,Instrument 5,28837
Hospital 1380,District 20,Instrument 4,8304
Hospital 1382,District 20,Instrument 5,1656
Hospital 1382,District 28,Instrument 3,9666
Hospital 1382,District 28,Instrument 5,10361
Hospital 1382,District 41,Instrument 18,12540
Hospital 1383,District 13,Instrument 7,5386
Hospital 1383,District 20,Instrument 2,90450
Hospital 1383,District 20,Instrument 3,14520
Hospital 1384,District 13,Instrument 7,594
Hospital 1385,District 17,Instrument 2,837
Hospital 1387,District 20,Instrument 13,2963
Hospital 1387,District 50,Instrument 5,20700
Hospital 139,District 20,Instrument 5,2898
Hospital 1390,District 13,Instrument 7,7601
Hospital 1390,District 20,Instrument 13,1438
Hospital 1390,District 39,Instrument 3,294
Hospital 1390,District 50,Instrument 8,1160123
Hospital 1390,District 8,Instrument 5,1680
Hospital 1390,District 8,Instrument 7,1620
Hospital 1391,District 32,Instrument 3,2633
Hospital 1393,District 12,Instrument 4,48600
Hospital 1393,District 19,Instrument 4,13500
Hospital 1393,District 4,Instrument 3,31536
Hospital 1393,District 4,Instrument 4,71100
Hospital 1393,District 50,Instrument 4,42780
Hospital 1393,No District Available,Instrument 19,55781
Hospital 1394,District 20,Instrument 4,300
Hospital 1394,District 50,Instrument 4,6225
Hospital 1395,District 12,Instrument 2,99990
Hospital 1395,District 12,Instrument 5,72996
Hospital 1396,District 20,Instrument 13,4681
Hospital 1396,District 41,Instrument 4,13548
Hospital 1397,District 20,Instrument 5,38644
Hospital 1399,District 13,Instrument 7,3594
Hospital 14,District 39,Instrument 3,15120
Hospital 14,District 41,Instrument 4,168515
Hospital 14,District 41,Instrument 7,384
Hospital 14,District 48,Instrument 2,1344
Hospital 140,District 39,Instrument 3,3029
Hospital 140,District 53,Instrument 3,86400
Hospital 1403,District 41,Instrument 4,10260
Hospital 1404,District 12,Instrument 7,31280
Hospital 1404,District 41,Instrument 7,37734
Hospital 1407,District 39,Instrument 3,5245
Hospital 1407,District 41,Instrument 2,5082
Hospital 1407,District 41,Instrument 3,810
Hospital 1407,District 41,Instrument 4,7200
Hospital 1407,District 41,Instrument 5,28560
Hospital 1407,District 41,Instrument 7,1176
Hospital 1407,District 8,Instrument 3,12321
Hospital 1407,District 8,Instrument 8,259
Hospital 1409,District 20,Instrument 4,6750
Hospital 1409,District 41,Instrument 4,2460
Hospital 1409,District 41,Instrument 7,600
Hospital 1409,District 50,Instrument 7,14955
Hospital 141,District 39,Instrument 3,7435
Hospital 1410,District 48,Instrument 7,12000
Hospital 1411,District 28,Instrument 2,37676
Hospital 1411,District 28,Instrument 3,6885
Hospital 1411,District 30,Instrument 2,120
Hospital 1411,District 30,Instrument 3,5357
Hospital 1412,District 12,Instrument 5,6960
Hospital 1412,District 13,Instrument 7,5184
Hospital 1412,District 28,Instrument 4,6340
Hospital 1412,District 34,Instrument 5,1200
Hospital 1412,District 39,Instrument 3,3771
Hospital 1413,District 41,Instrument 7,4471
Hospital 1417,District 13,Instrument 7,10829
Hospital 1417,District 50,Instrument 8,11398
Hospital 1419,District 39,Instrument 3,123003
Hospital 1421,District 18,Instrument 5,2258
Hospital 1422,District 13,Instrument 7,1014
Hospital 1422,District 20,Instrument 5,91908
Hospital 1422,District 41,Instrument 4,3600
Hospital 1422,District 41,Instrument 5,13140
Hospital 1423,District 13,Instrument 5,324
Hospital 1427,District 13,Instrument 7,88734
Hospital 1428,District 13,Instrument 7,20766
Hospital 1429,District 20,Instrument 13,4575
Hospital 1429,District 20,Instrument 8,24083
Hospital 1429,District 28,Instrument 3,16800
Hospital 1429,District 50,Instrument 4,47260
Hospital 1429,District 53,Instrument 5,462963
Hospital 1429,District 53,Instrument 8,21875
Hospital 1430,District 39,Instrument 3,1829
Hospital 1430,District 41,Instrument 13,20202
Hospital 1430,District 41,Instrument 4,540
Hospital 1430,District 41,Instrument 7,258
Hospital 1432,District 34,Instrument 5,2400
Hospital 1432,District 39,Instrument 3,18362
Hospital 1433,District 3,Instrument 3,4067
Hospital 1433,District 50,Instrument 4,105726
Hospital 1434,District 39,Instrument 3,1973
Hospital 1434,District 50,Instrument 13,80532
Hospital 1436,District 19,Instrument 2,14400
Hospital 1436,District 20,Instrument 4,11700
Hospital 1436,District 41,Instrument 4,16403
Hospital 1436,District 41,Instrument 7,12600
Hospital 1436,District 43,Instrument 2,4500
Hospital 1436,District 43,Instrument 3,4320
Hospital 1436,District 50,Instrument 4,225047
Hospital 1436,District 8,Instrument 3,1980
Hospital 1437,District 50,Instrument 18,15258
Hospital 1437,District 8,Instrument 13,270
Hospital 1437,District 8,Instrument 3,720
Hospital 1437,District 8,Instrument 4,900
Hospital 1439,District 20,Instrument 5,84792
Hospital 1439,District 39,Instrument 7,510373
Hospital 1439,District 41,Instrument 4,16980
Hospital 1439,District 41,Instrument 7,3493
Hospital 144,District 28,Instrument 5,12038
Hospital 144,District 28,Instrument 8,976978
Hospital 144,District 4,Instrument 2,205440
Hospital 144,District 41,Instrument 13,315
Hospital 144,District 41,Instrument 7,15300
Hospital 144,District 43,Instrument 2,172800
Hospital 1440,District 13,Instrument 13,693
Hospital 1440,District 13,Instrument 19,7440
Hospital 1440,District 13,Instrument 7,1673381
Hospital 1440,District 16,Instrument 2,5460
Hospital 1440,District 16,Instrument 3,3606
Hospital 1440,District 18,Instrument 18,1806
Hospital 1440,District 20,Instrument 5,2550
Hospital 1440,District 3,Instrument 3,27378
Hospital 1440,District 31,Instrument 2,300
Hospital 1440,District 31,Instrument 3,300
Hospital 1440,District 32,Instrument 20,13818
Hospital 1440,District 39,Instrument 3,9813
Hospital 1440,District 4,Instrument 3,152388
Hospital 1440,District 41,Instrument 7,4139
Hospital 1440,District 45,Instrument 2,13200
Hospital 1440,District 45,Instrument 3,1500
Hospital 1440,District 8,Instrument 3,4843
Hospital 1441,District 20,Instrument 5,3410
Hospital 1441,District 41,Instrument 7,13500
Hospital 1443,District 50,Instrument 3,672
Hospital 1445,District 39,Instrument 3,1704
Hospital 1448,District 15,Instrument 4,1200
Hospital 1448,District 34,Instrument 2,960
Hospital 1448,District 34,Instrument 3,648
Hospital 1448,District 34,Instrument 5,102
Hospital 1448,District 34,Instrument 7,180
Hospital 1449,District 15,Instrument 8,17100
Hospital 1449,District 20,Instrument 13,72205
Hospital 1449,District 20,Instrument 4,4554
Hospital 1449,District 20,Instrument 5,4002
Hospital 1449,District 39,Instrument 3,4999
Hospital 1449,District 41,Instrument 4,6615
Hospital 1449,District 50,Instrument 13,35926
Hospital 1449,District 50,Instrument 4,93151
Hospital 1449,District 50,Instrument 7,19849
Hospital 1449,District 50,Instrument 8,133607
Hospital 145,District 13,Instrument 7,90958
Hospital 145,District 32,Instrument 7,480
Hospital 1451,District 8,Instrument 5,3832
Hospital 1451,District 8,Instrument 7,3576
Hospital 1453,District 39,Instrument 3,6303
Hospital 1454,District 41,Instrument 5,7740
Hospital 1457,District 13,Instrument 13,142098
Hospital 1457,District 13,Instrument 7,1042276
Hospital 1457,District 20,Instrument 13,155
Hospital 1457,District 20,Instrument 5,6000
Hospital 1457,District 28,Instrument 19,6624
Hospital 1457,District 41,Instrument 4,6840
Hospital 1457,No District Available,Instrument 8,145166
Hospital 1458,District 13,Instrument 7,625395
Hospital 1458,District 20,Instrument 13,36225
Hospital 1458,District 20,Instrument 5,6000
Hospital 1458,District 39,Instrument 3,4304
Hospital 1458,District 41,Instrument 4,134730
Hospital 1458,District 41,Instrument 7,3930
Hospital 1458,District 50,Instrument 4,11667
Hospital 146,District 13,Instrument 7,398055
Hospital 1461,District 13,Instrument 7,5884
Hospital 1461,District 20,Instrument 13,2500
Hospital 1461,District 20,Instrument 5,37726
Hospital 1461,District 39,Instrument 3,1165
Hospital 1461,District 4,Instrument 3,31152
Hospital 1461,District 41,Instrument 13,2169
Hospital 1462,District 50,Instrument 4,258
Hospital 1463,District 12,Instrument 4,85440
Hospital 1463,District 13,Instrument 7,37020
Hospital 1463,District 19,Instrument 3,6492
Hospital 1463,District 19,Instrument 4,13650
Hospital 1463,District 20,Instrument 4,30750
Hospital 1463,District 39,Instrument 3,17023
Hospital 1463,District 4,Instrument 3,32160
Hospital 1463,District 4,Instrument 5,3600
Hospital 1463,District 41,Instrument 4,20592
Hospital 1463,District 50,Instrument 4,32839
Hospital 1465,District 39,Instrument 3,5477
Hospital 1468,District 20,Instrument 4,1620
Hospital 1468,District 20,Instrument 5,8400
Hospital 1468,District 41,Instrument 4,1860
Hospital 1468,District 41,Instrument 7,1824
Hospital 147,District 11,Instrument 3,1597
Hospital 147,District 11,Instrument 4,8089
Hospital 147,District 11,Instrument 5,7995
Hospital 147,District 11,Instrument 7,13317
Hospital 147,District 11,Instrument 8,13304
Hospital 1470,District 20,Instrument 4,1230
Hospital 1470,District 50,Instrument 13,270
Hospital 1471,District 39,Instrument 3,3021
Hospital 1471,District 39,Instrument 7,247342
Hospital 1472,District 20,Instrument 5,2208
Hospital 1473,District 34,Instrument 3,120
Hospital 1473,District 41,Instrument 4,1140
Hospital 1474,District 41,Instrument 2,468
Hospital 1474,District 41,Instrument 3,822
Hospital 1477,District 20,Instrument 5,17112
Hospital 1478,District 13,Instrument 7,144391
Hospital 1478,District 32,Instrument 2,6912
Hospital 1478,District 32,Instrument 7,2280
Hospital 1478,District 41,Instrument 4,14220
Hospital 1479,District 20,Instrument 5,4140
Hospital 1482,District 20,Instrument 4,70008
Hospital 1482,District 20,Instrument 5,82024
Hospital 1482,District 23,Instrument 4,342
Hospital 1482,District 41,Instrument 4,27450
Hospital 1482,District 50,Instrument 4,828000
Hospital 1483,District 15,Instrument 3,17576
Hospital 1483,District 17,Instrument 2,2670
Hospital 1483,District 17,Instrument 3,1248
Hospital 1483,District 20,Instrument 2,27540
Hospital 1483,District 20,Instrument 3,21404
Hospital 1483,District 32,Instrument 2,3296
Hospital 1483,District 32,Instrument 3,168
Hospital 1483,District 35,Instrument 2,21752
Hospital 1483,District 4,Instrument 2,272475
Hospital 1483,District 50,Instrument 2,81184
Hospital 1483,District 50,Instrument 3,2463
Hospital 1483,District 8,Instrument 2,5400
Hospital 1483,District 8,Instrument 3,1080
Hospital 1484,District 20,Instrument 5,6449
Hospital 1484,District 32,Instrument 7,26244
Hospital 1485,District 41,Instrument 4,120
Hospital 1486,District 20,Instrument 5,6210
Hospital 1486,District 39,Instrument 3,1890
Hospital 1486,District 41,Instrument 7,294
Hospital 1487,District 13,Instrument 7,296990
Hospital 1487,District 48,Instrument 8,21426
Hospital 1488,District 20,Instrument 5,565
Hospital 1488,District 21,Instrument 5,48000
Hospital 1488,District 31,Instrument 3,46800
Hospital 1488,District 35,Instrument 2,121800
Hospital 1488,District 41,Instrument 4,18890
Hospital 1488,District 50,Instrument 4,182341
Hospital 1488,District 8,Instrument 3,18927
Hospital 1488,District 8,Instrument 4,3984
Hospital 1489,District 18,Instrument 7,664
Hospital 1489,District 20,Instrument 13,1275
Hospital 1489,District 20,Instrument 18,822
Hospital 1489,District 20,Instrument 5,24000
Hospital 1489,No District Available,Instrument 19,122090
Hospital 1492,District 39,Instrument 3,3026
Hospital 1493,District 13,Instrument 2,1818
Hospital 1497,District 20,Instrument 4,1590
Hospital 1497,District 20,Instrument 5,17820
Hospital 1497,District 27,Instrument 7,35987
Hospital 1497,District 39,Instrument 3,126
Hospital 1497,No District Available,Instrument 7,291878
Hospital 1499,District 50,Instrument 4,90057
Hospital 1499,District 50,Instrument 8,24547
Hospital 15,District 12,Instrument 5,360000
Hospital 15,District 12,Instrument 7,6030000
Hospital 15,District 13,Instrument 7,295439
Hospital 15,District 18,Instrument 7,6972
Hospital 15,District 2,Instrument 7,26011
Hospital 15,District 20,Instrument 4,6210
Hospital 15,District 37,Instrument 7,22821
Hospital 15,District 41,Instrument 4,69156
Hospital 15,District 46,Instrument 7,15368
Hospital 15,District 50,Instrument 13,19916
Hospital 1501,District 39,Instrument 3,963
Hospital 1502,District 15,Instrument 2,600
Hospital 1502,District 39,Instrument 3,420
Hospital 1503,District 13,Instrument 7,2864
Hospital 1503,District 19,Instrument 5,125000
Hospital 1503,District 48,Instrument 4,17493
Hospital 1503,District 50,Instrument 4,17630
Hospital 1503,District 50,Instrument 7,3325
Hospital 1504,District 13,Instrument 7,153064
Hospital 1504,District 15,Instrument 4,14011
Hospital 1504,District 28,Instrument 4,450
Hospital 1504,District 39,Instrument 3,56705
Hospital 1504,District 50,Instrument 4,170403
Hospital 1504,District 8,Instrument 4,10530
Hospital 1505,District 17,Instrument 2,4283
Hospital 1506,District 17,Instrument 8,3877
Hospital 1506,District 20,Instrument 4,5400
Hospital 1506,District 20,Instrument 5,16390
Hospital 1506,District 39,Instrument 3,33291
Hospital 1506,District 53,Instrument 8,2646000
Hospital 1507,District 3,Instrument 3,9024
Hospital 1508,District 13,Instrument 7,30012
Hospital 1508,District 20,Instrument 4,2688
Hospital 1509,District 41,Instrument 4,95760
Hospital 1509,District 41,Instrument 7,38701
Hospital 1512,District 20,Instrument 5,4968
Hospital 1512,District 50,Instrument 4,18858
Hospital 1513,District 13,Instrument 7,10474
Hospital 1515,District 13,Instrument 7,10494
Hospital 1515,District 15,Instrument 4,1476
Hospital 1515,District 20,Instrument 3,481250
Hospital 1516,District 13,Instrument 7,7882
Hospital 1516,District 19,Instrument 3,8400
Hospital 1516,District 20,Instrument 13,11385
Hospital 1517,District 39,Instrument 3,3187
Hospital 1519,District 20,Instrument 5,13800
Hospital 152,District 13,Instrument 7,1620
Hospital 1523,District 13,Instrument 7,811
Hospital 1524,District 20,Instrument 5,5244
Hospital 1524,District 41,Instrument 7,288
Hospital 1525,District 12,Instrument 5,20664
Hospital 1525,District 12,Instrument 7,1410161
Hospital 1525,District 13,Instrument 7,30597
Hospital 1525,District 20,Instrument 5,10350
Hospital 1525,District 41,Instrument 4,4980
Hospital 1526,District 12,Instrument 7,8100
Hospital 1526,District 13,Instrument 2,53976
Hospital 1526,District 15,Instrument 3,450
Hospital 1526,District 48,Instrument 7,9300
Hospital 1526,District 50,Instrument 7,16200
Hospital 1528,District 2,Instrument 13,154072
Hospital 153,District 20,Instrument 4,16650
Hospital 153,District 34,Instrument 3,25860
Hospital 153,District 41,Instrument 4,7050
Hospital 153,District 8,Instrument 3,3725
Hospital 153,District 8,Instrument 5,13368
Hospital 153,District 8,Instrument 7,3720
Hospital 1532,District 13,Instrument 7,3018
Hospital 1532,District 41,Instrument 4,1800
Hospital 1532,District 41,Instrument 7,1317
Hospital 1533,District 18,Instrument 7,388
Hospital 1533,District 20,Instrument 5,8142
Hospital 1533,District 39,Instrument 3,13663
Hospital 1534,District 13,Instrument 7,144
Hospital 1535,District 13,Instrument 7,1799434
Hospital 1535,District 20,Instrument 4,79380
Hospital 1535,District 20,Instrument 5,14904
Hospital 1535,District 39,Instrument 3,4146
Hospital 1535,District 41,Instrument 4,8760
Hospital 1535,District 50,Instrument 4,96422
Hospital 1536,District 28,Instrument 19,1510
Hospital 1536,District 39,Instrument 3,63059
Hospital 1537,District 48,Instrument 7,6480
Hospital 1538,District 41,Instrument 7,44760
Hospital 1538,District 50,Instrument 2,700
Hospital 1538,District 50,Instrument 3,735
Hospital 1539,District 13,Instrument 7,294
Hospital 154,District 41,Instrument 7,1537
Hospital 1542,District 13,Instrument 7,32808
Hospital 1543,District 39,Instrument 3,18635
Hospital 1544,District 20,Instrument 4,504
Hospital 1545,District 20,Instrument 5,139860
Hospital 1545,District 41,Instrument 7,7860
Hospital 1546,District 50,Instrument 13,5525
Hospital 1546,District 7,Instrument 2,1800
Hospital 1546,District 7,Instrument 4,1200
Hospital 1547,District 39,Instrument 3,60742
Hospital 1548,District 20,Instrument 5,118680
Hospital 155,District 13,Instrument 7,362422
Hospital 1550,District 13,Instrument 2,25878
Hospital 1550,District 13,Instrument 3,600
Hospital 1550,District 20,Instrument 2,4896
Hospital 1550,District 39,Instrument 3,1642
Hospital 1551,District 13,Instrument 5,24576
Hospital 1551,District 41,Instrument 7,250
Hospital 1554,District 13,Instrument 2,4848
Hospital 1554,District 17,Instrument 2,1800
Hospital 1554,District 17,Instrument 3,600
Hospital 1554,District 20,Instrument 5,2760
Hospital 1555,District 50,Instrument 19,29087
Hospital 1559,District 20,Instrument 13,10176
Hospital 1559,District 20,Instrument 4,37500
Hospital 1559,District 20,Instrument 5,3600
Hospital 1559,District 28,Instrument 19,2931
Hospital 1559,District 39,Instrument 3,532
Hospital 1559,District 8,Instrument 3,300
Hospital 156,District 27,Instrument 7,13850
Hospital 156,District 27,Instrument 8,1440
Hospital 156,District 29,Instrument 7,19000
Hospital 156,District 39,Instrument 3,53434
Hospital 156,District 39,Instrument 8,133
Hospital 1560,District 34,Instrument 13,216
Hospital 1562,District 18,Instrument 5,22581
Hospital 1562,District 50,Instrument 7,233952
Hospital 1563,District 14,Instrument 7,45406
Hospital 1564,District 13,Instrument 7,31607
Hospital 1566,District 15,Instrument 5,12000
Hospital 1566,District 20,Instrument 5,42000
Hospital 1566,District 4,Instrument 2,44160
Hospital 1567,District 13,Instrument 7,4604
Hospital 1567,District 39,Instrument 3,922
Hospital 1567,District 44,Instrument 4,106272
Hospital 1567,District 48,Instrument 2,4500
Hospital 1569,District 28,Instrument 5,49473
Hospital 157,District 13,Instrument 7,3848
Hospital 157,District 28,Instrument 7,3840
Hospital 157,District 39,Instrument 3,26505
Hospital 157,District 4,Instrument 3,1800
Hospital 157,District 4,Instrument 4,28080
Hospital 157,No District Available,Instrument 13,60691
Hospital 1570,District 13,Instrument 7,96000
Hospital 1570,District 4,Instrument 3,42360
Hospital 1570,District 4,Instrument 4,120
Hospital 1570,District 8,Instrument 3,6774
Hospital 1571,No District Available,Instrument 19,174000
Hospital 1572,District 41,Instrument 2,3864
Hospital 1572,District 41,Instrument 3,510
Hospital 1572,District 41,Instrument 5,204
Hospital 1572,District 41,Instrument 7,420
Hospital 1573,District 27,Instrument 7,24750
Hospital 1573,District 39,Instrument 3,8064
Hospital 1574,District 20,Instrument 13,134
Hospital 1574,District 20,Instrument 2,77487
Hospital 1574,District 20,Instrument 3,32226
Hospital 1575,District 39,Instrument 3,2983
Hospital 1575,District 41,Instrument 4,156
Hospital 1575,District 8,Instrument 3,432
Hospital 1575,District 8,Instrument 4,528
Hospital 1576,District 12,Instrument 4,21558
Hospital 1576,District 13,Instrument 7,4956
Hospital 1576,District 39,Instrument 3,368
Hospital 1576,District 50,Instrument 4,3207
Hospital 158,District 50,Instrument 19,85680
Hospital 158,District 8,Instrument 3,379
Hospital 1580,District 13,Instrument 7,26426
Hospital 1581,District 13,Instrument 7,75133
Hospital 1581,District 28,Instrument 19,11172
Hospital 1581,District 44,Instrument 4,323
Hospital 1581,District 50,Instrument 4,84686
Hospital 1581,District 50,Instrument 5,51719
Hospital 1581,District 8,Instrument 3,1857
Hospital 1581,District 9,Instrument 2,48708
Hospital 1581,District 9,Instrument 3,10849
Hospital 1581,District 9,Instrument 4,886
Hospital 1582,District 13,Instrument 5,22656
Hospital 1582,District 13,Instrument 7,2472
Hospital 1585,District 13,Instrument 2,38340
Hospital 1585,District 13,Instrument 3,34080
Hospital 1585,District 13,Instrument 7,7685
Hospital 1585,District 20,Instrument 5,276
Hospital 1585,District 41,Instrument 4,7980
Hospital 1587,District 13,Instrument 7,6924
Hospital 1588,District 48,Instrument 7,174996
Hospital 1588,District 50,Instrument 4,1541
Hospital 1589,District 13,Instrument 7,2700
Hospital 1589,District 39,Instrument 7,16726
Hospital 159,District 19,Instrument 20,112812
Hospital 159,District 19,Instrument 5,235620
Hospital 159,District 19,Instrument 7,47838
Hospital 159,District 48,Instrument 8,4284
Hospital 159,District 50,Instrument 20,1482264
Hospital 1591,District 28,Instrument 19,7340
Hospital 1591,District 50,Instrument 2,7200
Hospital 1591,District 50,Instrument 3,3600
