Hospital_ID,District_ID,Hospital_employees
Hospital 609,District 44,33
Hospital 609,District 49,4
Hospital 609,District 49,4
Hospital 609,District 53,2154
Hospital 609,District 53,2154
Hospital 610,District 13,3338
Hospital 610,District 35,38
Hospital 611,District 12,76
Hospital 611,District 12,76
Hospital 611,District 13,3211
Hospital 611,District 13,3211
Hospital 611,District 20,59
Hospital 611,District 20,59
Hospital 611,District 41,54
Hospital 611,District 41,54
Hospital 611,District 44,1
Hospital 611,District 44,1
Hospital 611,District 53,1095
Hospital 611,District 53,1095
Hospital 611,District 8,325
Hospital 611,District 8,325
Hospital 612,District 13,26
Hospital 612,District 13,26
Hospital 612,District 17,10
Hospital 612,District 17,10
Hospital 612,District 20,142
Hospital 612,District 20,142
Hospital 612,District 32,57
Hospital 612,District 32,57
Hospital 612,District 34,10
Hospital 612,District 34,10
Hospital 612,District 41,2574
Hospital 612,District 41,2574
Hospital 612,District 5,3
Hospital 612,District 5,3
Hospital 612,District 53,125
Hospital 612,District 53,125
Hospital 613,District 12,526
Hospital 613,District 13,2033
Hospital 613,District 16,18
Hospital 613,District 18,52
Hospital 613,District 19,31
Hospital 613,District 2,379
Hospital 613,District 20,135
Hospital 613,District 23,3
Hospital 613,District 28,2031
Hospital 613,District 29,4
Hospital 613,District 3,18
Hospital 613,District 30,22
Hospital 613,District 32,11
Hospital 613,District 36,3
Hospital 613,District 37,11
Hospital 613,District 39,31
Hospital 613,District 40,4
Hospital 613,District 41,577
Hospital 613,District 43,405
Hospital 613,District 44,23
Hospital 613,District 45,7
Hospital 613,District 48,601
Hospital 613,District 53,3741
Hospital 613,District 6,73
Hospital 613,District 8,23
Hospital 613,District 9,105
Hospital 614,District 1,3
Hospital 614,District 1,3
Hospital 614,District 12,116
Hospital 614,District 12,116
Hospital 614,District 13,226
Hospital 614,District 13,226
Hospital 614,District 15,24
Hospital 614,District 15,24
Hospital 614,District 16,13
Hospital 614,District 16,13
Hospital 614,District 17,42
Hospital 614,District 17,42
Hospital 614,District 18,11
Hospital 614,District 18,11
Hospital 614,District 2,19
Hospital 614,District 2,19
Hospital 614,District 20,222
Hospital 614,District 20,222
Hospital 614,District 24,4
Hospital 614,District 24,4
Hospital 614,District 25,38
Hospital 614,District 25,38
Hospital 614,District 26,3
Hospital 614,District 26,3
Hospital 614,District 27,45
Hospital 614,District 27,45
Hospital 614,District 28,236
Hospital 614,District 28,236
Hospital 614,District 3,3
Hospital 614,District 3,3
Hospital 614,District 30,6
Hospital 614,District 30,6
Hospital 614,District 32,9
Hospital 614,District 32,9
Hospital 614,District 34,51
Hospital 614,District 34,51
Hospital 614,District 35,330
Hospital 614,District 35,330
Hospital 614,District 37,3
Hospital 614,District 37,3
Hospital 614,District 38,5
Hospital 614,District 38,5
Hospital 614,District 39,71
Hospital 614,District 39,71
Hospital 614,District 41,286
Hospital 614,District 41,286
Hospital 614,District 43,72
Hospital 614,District 43,72
Hospital 614,District 44,128
Hospital 614,District 44,128
Hospital 614,District 45,11
Hospital 614,District 45,11
Hospital 614,District 45,11
Hospital 614,District 45,11
Hospital 614,District 48,348
Hospital 614,District 48,348
Hospital 614,District 5,198
Hospital 614,District 5,198
Hospital 614,District 53,934
Hospital 614,District 53,934
Hospital 614,District 6,8
Hospital 614,District 6,8
Hospital 614,District 8,62
Hospital 614,District 8,62
Hospital 614,District 9,18
Hospital 614,District 9,18
Hospital 616,District 12,12
Hospital 616,District 12,12
Hospital 616,District 13,1471
Hospital 616,District 13,1471
Hospital 616,District 15,155
Hospital 616,District 15,155
Hospital 616,District 16,30
Hospital 616,District 16,30
Hospital 616,District 18,366
Hospital 616,District 18,366
Hospital 616,District 20,15
Hospital 616,District 20,15
Hospital 616,District 25,224
Hospital 616,District 25,224
Hospital 616,District 37,96
Hospital 616,District 37,96
Hospital 616,District 41,348
Hospital 616,District 41,348
Hospital 616,District 43,90
Hospital 616,District 43,90
Hospital 616,District 48,16
Hospital 616,District 48,16
Hospital 616,District 53,154
Hospital 616,District 53,154
Hospital 616,District 6,390
Hospital 616,District 6,390
Hospital 616,District 8,11
Hospital 616,District 8,11
Hospital 617,District 12,84
Hospital 617,District 13,35
Hospital 617,District 15,10
Hospital 617,District 16,4
Hospital 617,District 19,2
Hospital 617,District 19,2
Hospital 617,District 2,13
Hospital 617,District 20,86
Hospital 617,District 23,1
Hospital 617,District 28,4
Hospital 617,District 3,5
Hospital 617,District 30,3
Hospital 617,District 32,28
Hospital 617,District 35,1
Hospital 617,District 41,26
Hospital 617,District 43,5
Hospital 617,District 44,5
Hospital 617,District 48,18
Hospital 617,District 53,2087
Hospital 617,District 6,439
Hospital 617,District 8,8
Hospital 618,District 16,50
Hospital 618,District 19,1
Hospital 618,District 2,9
Hospital 618,District 20,89
Hospital 618,District 23,2
Hospital 618,District 25,2
Hospital 618,District 37,15
Hospital 618,District 4,1
Hospital 618,District 41,17
Hospital 618,District 44,3
Hospital 618,District 53,6404
Hospital 618,District 6,74
Hospital 62,District 12,797
Hospital 62,District 13,50
Hospital 62,District 16,6
Hospital 62,District 19,2
Hospital 62,District 2,214
Hospital 62,District 20,325
Hospital 62,District 23,3
Hospital 62,District 25,48
Hospital 62,District 28,42
Hospital 62,District 29,118
Hospital 62,District 37,5
Hospital 62,District 4,15
Hospital 62,District 43,3
Hospital 62,District 44,11
Hospital 62,District 53,365
Hospital 62,District 6,238
Hospital 620,District 13,5
Hospital 620,District 20,3
Hospital 620,District 28,7
Hospital 620,District 37,12
Hospital 620,District 53,28
Hospital 621,District 10,53
Hospital 621,District 12,299
Hospital 621,District 13,42
Hospital 621,District 16,1
Hospital 621,District 17,280
Hospital 621,District 18,74
Hospital 621,District 2,15
Hospital 621,District 20,15
Hospital 621,District 25,2
Hospital 621,District 28,875
Hospital 621,District 29,10
Hospital 621,District 3,14
Hospital 621,District 31,17
Hospital 621,District 35,4
Hospital 621,District 37,26
Hospital 621,District 39,19
Hospital 621,District 40,13
Hospital 621,District 41,50
Hospital 621,District 43,2
Hospital 621,District 44,3209
Hospital 621,District 45,18
Hospital 621,District 46,2
Hospital 621,District 48,18
Hospital 621,District 53,1369
Hospital 621,District 6,6
Hospital 621,District 8,1
Hospital 622,District 13,509
Hospital 623,District 12,444
Hospital 623,District 13,1313
Hospital 623,District 17,11
Hospital 623,District 18,799
Hospital 623,District 2,24
Hospital 623,District 20,1063
Hospital 623,District 25,56
Hospital 623,District 28,40
Hospital 623,District 3,4
Hospital 623,District 30,253
Hospital 623,District 34,24
Hospital 623,District 35,4
Hospital 623,District 37,7
Hospital 623,District 38,84
Hospital 623,District 39,5
Hospital 623,District 4,9
Hospital 623,District 40,57
Hospital 623,District 40,57
Hospital 623,District 41,634
Hospital 623,District 43,310
Hospital 623,District 44,11
Hospital 623,District 46,415
Hospital 623,District 48,7
Hospital 623,District 53,9361
Hospital 623,District 6,104
Hospital 623,District 8,11
Hospital 623,District 9,14
Hospital 624,District 13,19
Hospital 624,District 19,5181
Hospital 624,District 23,2
Hospital 624,District 28,1
Hospital 624,District 53,739
Hospital 624,District 6,13
Hospital 625,District 10,1543
Hospital 625,District 10,1543
Hospital 625,District 12,2030
Hospital 625,District 13,609
Hospital 625,District 15,54
Hospital 625,District 16,282
Hospital 625,District 17,211
Hospital 625,District 18,35
Hospital 625,District 19,783
Hospital 625,District 19,783
Hospital 625,District 2,25
Hospital 625,District 20,2100
Hospital 625,District 21,168
Hospital 625,District 23,1
Hospital 625,District 25,62
Hospital 625,District 26,8
Hospital 625,District 28,245
Hospital 625,District 29,2
Hospital 625,District 3,80
Hospital 625,District 30,62
Hospital 625,District 31,509
Hospital 625,District 32,100
Hospital 625,District 34,323
Hospital 625,District 35,125
Hospital 625,District 37,134
Hospital 625,District 38,14
Hospital 625,District 39,4
Hospital 625,District 4,13
Hospital 625,District 40,366
Hospital 625,District 40,366
Hospital 625,District 41,793
Hospital 625,District 42,44
Hospital 625,District 43,30
Hospital 625,District 44,87
Hospital 625,District 45,192
Hospital 625,District 45,192
Hospital 625,District 46,170
Hospital 625,District 48,202
Hospital 625,District 49,145
Hospital 625,District 5,37
Hospital 625,District 53,12807
Hospital 625,District 6,457
Hospital 625,District 8,123
Hospital 626,District 12,53
Hospital 626,District 13,87
Hospital 626,District 16,18
Hospital 626,District 17,40
Hospital 626,District 18,56
Hospital 626,District 2,2678
Hospital 626,District 20,341
Hospital 626,District 28,55
Hospital 626,District 30,88
Hospital 626,District 34,10
Hospital 626,District 35,8
Hospital 626,District 37,54
Hospital 626,District 39,13
Hospital 626,District 41,8
Hospital 626,District 43,1
Hospital 626,District 44,264
Hospital 626,District 5,64
Hospital 626,District 53,234
Hospital 626,District 6,1222
Hospital 627,District 16,25
Hospital 627,District 18,62
Hospital 627,District 2,1322
Hospital 627,District 29,2
Hospital 627,District 39,11
Hospital 628,District 18,3317
Hospital 628,District 18,297
Hospital 628,District 18,248
Hospital 628,District 18,2518
Hospital 628,District 37,3
Hospital 628,District 37,3
Hospital 629,District 18,4524
Hospital 630,District 12,55
Hospital 630,District 13,36
Hospital 630,District 19,1
Hospital 630,District 19,1
Hospital 630,District 2,843
Hospital 630,District 20,5
Hospital 630,District 23,8
Hospital 630,District 28,1
Hospital 630,District 35,2
Hospital 630,District 40,262
Hospital 630,District 40,262
Hospital 630,District 41,2
Hospital 630,District 44,48
Hospital 630,District 45,7
Hospital 630,District 45,7
Hospital 630,District 46,4
Hospital 630,District 53,13381
Hospital 630,District 6,14
Hospital 631,District 11,181
Hospital 631,District 16,4
Hospital 631,District 2,2123
Hospital 631,District 29,375
Hospital 632,District 2,710
Hospital 632,District 26,4
Hospital 632,District 29,20
Hospital 632,District 37,4
Hospital 633,District 12,1592
Hospital 633,District 13,936
Hospital 633,District 17,6
Hospital 633,District 18,170
Hospital 633,District 19,36
Hospital 633,District 19,36
Hospital 633,District 2,1145
Hospital 633,District 20,93
Hospital 633,District 23,1454
Hospital 633,District 25,331
Hospital 633,District 28,55
Hospital 633,District 29,21
Hospital 633,District 3,35
Hospital 633,District 30,64
Hospital 633,District 31,34
Hospital 633,District 32,18
Hospital 633,District 34,12
Hospital 633,District 37,15
Hospital 633,District 38,348
Hospital 633,District 39,234
Hospital 633,District 4,34
Hospital 633,District 40,8
Hospital 633,District 40,8
Hospital 633,District 41,44
Hospital 633,District 44,29
Hospital 633,District 45,11
Hospital 633,District 45,11
Hospital 633,District 46,249
Hospital 633,District 48,251
Hospital 633,District 53,16460
Hospital 633,District 6,1261
Hospital 633,District 8,18
Hospital 633,District 9,8
Hospital 634,District 10,35
Hospital 634,District 10,35
Hospital 634,District 12,234
Hospital 634,District 16,28
Hospital 634,District 19,979
Hospital 634,District 19,979
Hospital 634,District 2,65
Hospital 634,District 20,79
Hospital 634,District 21,35
Hospital 634,District 25,6
Hospital 634,District 28,1
Hospital 634,District 29,4
Hospital 634,District 3,1
Hospital 634,District 30,22
Hospital 634,District 31,12
Hospital 634,District 32,5
Hospital 634,District 34,12
Hospital 634,District 37,15
Hospital 634,District 4,25
Hospital 634,District 40,6
Hospital 634,District 40,6
Hospital 634,District 41,73
Hospital 634,District 43,134
Hospital 634,District 44,367
Hospital 634,District 45,6
Hospital 634,District 45,6
Hospital 634,District 49,14
Hospital 634,District 53,45
Hospital 634,District 53,14453
Hospital 634,District 6,117
Hospital 634,District 7,35
Hospital 634,District 8,18
Hospital 634,District 9,38
Hospital 635,District 10,581
Hospital 635,District 12,463
Hospital 635,District 13,608
Hospital 635,District 16,35
Hospital 635,District 17,36
Hospital 635,District 18,1
Hospital 635,District 19,138
Hospital 635,District 20,60
Hospital 635,District 23,2
Hospital 635,District 25,47
Hospital 635,District 28,59
Hospital 635,District 3,651
Hospital 635,District 30,135
Hospital 635,District 32,351
Hospital 635,District 34,11
Hospital 635,District 35,7
Hospital 635,District 36,6
Hospital 635,District 37,1565
Hospital 635,District 4,267
Hospital 635,District 41,3589
Hospital 635,District 43,74
Hospital 635,District 44,251
Hospital 635,District 48,21
Hospital 635,District 53,1912
Hospital 635,District 6,254
Hospital 635,District 8,4
Hospital 635,District 9,23
Hospital 636,District 10,44
Hospital 636,District 13,241
Hospital 636,District 19,1
Hospital 636,District 20,8
Hospital 636,District 23,30
Hospital 636,District 28,72
Hospital 636,District 35,2
Hospital 636,District 53,928
Hospital 636,District 6,5
Hospital 637,District 13,3
Hospital 637,District 16,125
Hospital 637,District 18,81
Hospital 637,District 19,163
Hospital 637,District 19,163
Hospital 637,District 2,381
Hospital 637,District 28,1
Hospital 637,District 29,9
Hospital 637,District 37,28
Hospital 637,District 41,5
Hospital 637,District 44,1
Hospital 637,District 53,7719
Hospital 637,District 6,32
Hospital 639,District 13,51
Hospital 639,District 28,226
Hospital 639,District 4,2
Hospital 639,District 41,27
Hospital 639,District 43,3
Hospital 639,District 53,7363
Hospital 639,District 6,18
Hospital 64,District 12,27
Hospital 64,District 13,14
Hospital 64,District 20,26
Hospital 64,District 44,10
Hospital 64,District 53,102
Hospital 640,District 12,3
Hospital 640,District 53,48
Hospital 641,District 15,8
Hospital 642,District 19,279
Hospital 642,District 23,2
Hospital 642,District 28,3
Hospital 642,District 53,623
Hospital 643,District 28,178
Hospital 643,District 53,45
Hospital 644,District 10,18
Hospital 644,District 12,136
Hospital 644,District 12,22
Hospital 644,District 13,249
Hospital 644,District 13,1
Hospital 644,District 15,56
Hospital 644,District 16,1
Hospital 644,District 17,49
Hospital 644,District 20,168
Hospital 644,District 21,876
Hospital 644,District 27,25
Hospital 644,District 28,163
Hospital 644,District 3,1
Hospital 644,District 30,22
Hospital 644,District 32,14
Hospital 644,District 35,1682
Hospital 644,District 37,1693
Hospital 644,District 39,117
Hospital 644,District 41,81
Hospital 644,District 43,46
Hospital 644,District 43,1
Hospital 644,District 45,252
Hospital 644,District 48,141
Hospital 644,District 53,6149
Hospital 644,District 6,12
Hospital 644,District 8,30
Hospital 645,District 12,11
Hospital 645,District 13,192
Hospital 645,District 16,15
Hospital 645,District 19,23
Hospital 645,District 2,9
Hospital 645,District 20,45
Hospital 645,District 32,12
Hospital 645,District 37,4
Hospital 645,District 41,1036
Hospital 645,District 43,1
Hospital 645,District 44,8
Hospital 645,District 53,4933
Hospital 645,District 6,5
Hospital 645,District 8,11
Hospital 646,District 13,191
Hospital 646,District 13,191
Hospital 647,District 12,509
Hospital 647,District 13,350
Hospital 647,District 14,33
Hospital 647,District 19,15
Hospital 647,District 21,3
Hospital 647,District 25,59
Hospital 647,District 28,1242
Hospital 647,District 28,1
Hospital 647,District 30,14
Hospital 647,District 34,3
Hospital 647,District 35,132
Hospital 647,District 4,3
Hospital 647,District 43,313
Hospital 647,District 48,5
Hospital 647,District 8,5
Hospital 647,District 9,467
Hospital 648,District 10,1220
Hospital 648,District 12,35
Hospital 648,District 13,1
Hospital 648,District 14,613
Hospital 648,District 15,1528
Hospital 648,District 16,3834
Hospital 648,District 17,827
Hospital 648,District 18,369
Hospital 648,District 19,1395
Hospital 648,District 2,679
Hospital 648,District 21,13
Hospital 648,District 23,673
Hospital 648,District 26,200
Hospital 648,District 27,1554
Hospital 648,District 28,3
Hospital 648,District 29,20
Hospital 648,District 3,347
Hospital 648,District 31,129
Hospital 648,District 34,3
Hospital 648,District 36,2016
Hospital 648,District 37,278
Hospital 648,District 38,59
Hospital 648,District 39,9
Hospital 648,District 4,1856
Hospital 648,District 40,38
Hospital 648,District 42,1318
Hospital 648,District 45,243
Hospital 648,District 48,1170
Hospital 648,District 49,680
Hospital 648,District 5,311
Hospital 648,District 53,40415
Hospital 648,District 6,1214
Hospital 648,District 8,968
Hospital 648,District 9,440
Hospital 649,District 39,494
Hospital 649,District 5,2
Hospital 65,District 12,8
Hospital 65,District 13,26
Hospital 65,District 20,1
Hospital 65,District 23,3
Hospital 65,District 30,1
Hospital 65,District 37,1
Hospital 65,District 44,3
Hospital 65,District 53,8486
Hospital 650,District 12,3390
Hospital 650,District 16,45
Hospital 650,District 17,1040
Hospital 650,District 19,151
Hospital 650,District 20,432
Hospital 650,District 32,45
Hospital 650,District 34,488
Hospital 650,District 44,36
Hospital 650,District 5,56
Hospital 651,District 12,15022
Hospital 651,District 13,19
Hospital 651,District 15,3277
Hospital 651,District 32,1041
Hospital 651,District 34,1039
Hospital 651,District 4,11
Hospital 651,District 41,6029
Hospital 651,District 49,1250
Hospital 652,District 12,61177
Hospital 652,District 17,1763
Hospital 652,District 20,4406
Hospital 652,District 23,12
Hospital 652,District 26,6
Hospital 652,District 28,4
Hospital 652,District 32,4413
Hospital 652,District 34,1620
Hospital 652,District 35,4843
Hospital 652,District 4,11
Hospital 652,District 41,17966
Hospital 652,District 45,1214
Hospital 652,District 45,1214
Hospital 652,District 46,1250
Hospital 652,District 49,1
Hospital 653,District 2,97
Hospital 653,District 20,18
Hospital 653,District 25,4
Hospital 653,District 28,81
Hospital 653,District 35,57
Hospital 653,District 41,23
Hospital 653,District 48,19
Hospital 653,District 53,3326
Hospital 654,District 10,1
Hospital 654,District 10,1
Hospital 654,District 12,293
Hospital 654,District 13,272
Hospital 654,District 14,1
Hospital 654,District 15,7
Hospital 654,District 16,8
Hospital 654,District 17,701
Hospital 654,District 18,133
Hospital 654,District 19,12
Hospital 654,District 19,12
Hospital 654,District 2,29
Hospital 654,District 20,522
Hospital 654,District 21,2
Hospital 654,District 25,25
Hospital 654,District 28,77
Hospital 654,District 29,5
Hospital 654,District 3,47
Hospital 654,District 30,51
Hospital 654,District 31,24
Hospital 654,District 32,31
Hospital 654,District 34,5
Hospital 654,District 35,147
Hospital 654,District 37,36
Hospital 654,District 38,2
Hospital 654,District 39,4
Hospital 654,District 4,36
Hospital 654,District 40,69
Hospital 654,District 40,69
Hospital 654,District 41,13
Hospital 654,District 43,5
Hospital 654,District 44,424
Hospital 654,District 45,471
Hospital 654,District 45,471
Hospital 654,District 48,15
Hospital 654,District 49,5
Hospital 654,District 5,5
Hospital 654,District 53,608
Hospital 654,District 6,12
Hospital 654,District 7,8
Hospital 654,District 8,21
Hospital 654,District 9,519
Hospital 655,District 13,1639
Hospital 655,District 17,421
Hospital 655,District 20,283
Hospital 655,District 28,1
Hospital 655,District 3,225
Hospital 655,District 32,364
Hospital 655,District 34,7
Hospital 655,District 35,8
Hospital 655,District 37,2
Hospital 655,District 4,251
Hospital 655,District 41,1808
Hospital 655,District 53,5126
Hospital 655,District 6,116
Hospital 655,District 8,119
Hospital 656,District 12,478
Hospital 656,District 13,96
Hospital 656,District 18,79
Hospital 656,District 20,24
Hospital 656,District 28,1
Hospital 656,District 32,187
Hospital 656,District 34,129
Hospital 656,District 35,21
Hospital 656,District 40,2
Hospital 656,District 41,466
Hospital 656,District 53,791
Hospital 656,District 8,821
Hospital 657,District 41,5
Hospital 657,District 53,11
Hospital 657,District 6,1
Hospital 658,District 13,1
Hospital 658,District 17,1
Hospital 658,District 28,1
Hospital 658,District 53,26888
Hospital 658,District 6,2801
Hospital 658,District 8,2
Hospital 659,District 13,5
Hospital 659,District 16,11
Hospital 659,District 17,11
Hospital 659,District 18,2
Hospital 659,District 19,12
Hospital 659,District 2,161
Hospital 659,District 20,95
Hospital 659,District 28,181
Hospital 659,District 3,4
Hospital 659,District 30,1
Hospital 659,District 35,23
Hospital 659,District 37,1
Hospital 659,District 4,2
Hospital 659,District 41,1966
Hospital 659,District 43,2
Hospital 659,District 44,2
Hospital 659,District 48,1
Hospital 659,District 53,28
Hospital 659,District 6,1
Hospital 659,District 8,15
Hospital 659,District 9,2
Hospital 66,District 18,1275
Hospital 66,District 53,39704
Hospital 66,District 6,1462
Hospital 660,District 13,169
Hospital 660,District 17,81
Hospital 660,District 2,3107
Hospital 660,District 20,14
Hospital 660,District 23,5
Hospital 660,District 28,407
Hospital 660,District 32,2
Hospital 660,District 4,6
Hospital 660,District 44,87
Hospital 660,District 53,31177
Hospital 660,District 6,25
Hospital 660,District 8,35
Hospital 661,District 12,14
Hospital 661,District 13,6
Hospital 661,District 20,8
Hospital 661,District 40,31
Hospital 661,District 41,3
Hospital 661,District 45,635
Hospital 661,District 53,20
Hospital 662,District 16,107
Hospital 662,District 16,100
Hospital 662,District 20,516
Hospital 662,District 20,516
Hospital 662,District 28,26
Hospital 662,District 28,26
Hospital 662,District 32,39
Hospital 662,District 32,39
Hospital 662,District 4,16
Hospital 662,District 4,16
Hospital 662,District 41,14
Hospital 662,District 41,14
Hospital 662,District 44,15
Hospital 662,District 44,15
Hospital 662,District 53,5166
Hospital 662,District 6,927
Hospital 663,District 12,2810
Hospital 663,District 13,2688
Hospital 663,District 16,613
Hospital 663,District 17,420
Hospital 663,District 18,100
Hospital 663,District 19,200
Hospital 663,District 2,41
Hospital 663,District 20,1943
Hospital 663,District 28,1859
Hospital 663,District 3,591
Hospital 663,District 30,72
Hospital 663,District 31,3
Hospital 663,District 32,551
Hospital 663,District 34,157
Hospital 663,District 35,3
Hospital 663,District 36,18
Hospital 663,District 37,2
Hospital 663,District 38,43
Hospital 663,District 4,993
Hospital 663,District 40,236
Hospital 663,District 41,701
Hospital 663,District 43,933
Hospital 663,District 44,226
Hospital 663,District 45,1
Hospital 663,District 48,198
Hospital 663,District 5,110
Hospital 663,District 53,3748
Hospital 663,District 6,51
Hospital 663,District 7,77
Hospital 663,District 8,200
Hospital 663,District 9,805
Hospital 664,District 12,324
Hospital 664,District 13,45
Hospital 664,District 15,12
Hospital 664,District 16,4
Hospital 664,District 17,9
Hospital 664,District 19,7
Hospital 664,District 19,7
Hospital 664,District 2,22
Hospital 664,District 20,133
Hospital 664,District 23,6
Hospital 664,District 28,124
Hospital 664,District 29,2
Hospital 664,District 3,26
Hospital 664,District 30,244
Hospital 664,District 32,13
Hospital 664,District 34,55
Hospital 664,District 35,2
Hospital 664,District 37,3
Hospital 664,District 38,3
Hospital 664,District 39,2
Hospital 664,District 4,112
Hospital 664,District 40,8
Hospital 664,District 40,8
Hospital 664,District 41,94
Hospital 664,District 43,288
Hospital 664,District 44,1333
Hospital 664,District 48,25
Hospital 664,District 53,1407
Hospital 664,District 6,24
Hospital 664,District 8,55
Hospital 664,District 9,3164
Hospital 665,District 10,14
Hospital 665,District 10,14
Hospital 665,District 13,2
Hospital 665,District 2,5
Hospital 665,District 27,2
Hospital 665,District 39,5
Hospital 665,District 46,10
Hospital 665,District 53,1264
Hospital 666,District 16,5
Hospital 666,District 46,1250
Hospital 666,District 53,162
Hospital 666,District 6,21
Hospital 667,District 16,8
Hospital 667,District 16,2
Hospital 667,District 20,77
Hospital 667,District 25,16
Hospital 667,District 28,1
Hospital 667,District 35,4
Hospital 667,District 37,4
Hospital 668,District 10,312
Hospital 668,District 12,50
Hospital 668,District 13,81
Hospital 668,District 17,5
Hospital 668,District 18,86
Hospital 668,District 20,117
Hospital 668,District 20,117
Hospital 668,District 23,24
Hospital 668,District 25,29
Hospital 668,District 28,283
Hospital 668,District 28,1
Hospital 668,District 3,6
Hospital 668,District 30,245
Hospital 668,District 30,13
Hospital 668,District 36,1
Hospital 668,District 37,10
Hospital 668,District 39,5
Hospital 668,District 46,339
Hospital 668,District 48,13
Hospital 668,District 53,29852
Hospital 668,District 53,25
Hospital 668,District 6,1461
Hospital 668,District 6,16
Hospital 668,District 9,29
Hospital 669,District 12,321
Hospital 669,District 13,94
Hospital 669,District 17,7
Hospital 669,District 18,5
Hospital 669,District 19,125
Hospital 669,District 2,20
Hospital 669,District 23,1
Hospital 669,District 31,306
Hospital 669,District 32,11
Hospital 669,District 35,501
Hospital 669,District 39,5
Hospital 669,District 4,36
Hospital 669,District 44,2
Hospital 669,District 53,23926
Hospital 669,District 8,51
Hospital 67,District 13,13
Hospital 67,District 16,2
Hospital 67,District 2,2
Hospital 67,District 20,8
Hospital 67,District 28,219
Hospital 67,District 37,69
Hospital 67,District 4,29
Hospital 67,District 41,48
Hospital 67,District 53,53
Hospital 67,District 8,10
Hospital 670,District 12,58
Hospital 670,District 12,58
Hospital 670,District 13,1581
Hospital 670,District 13,1581
Hospital 670,District 16,45
Hospital 670,District 16,45
Hospital 670,District 17,3
Hospital 670,District 17,3
Hospital 670,District 19,13
Hospital 670,District 19,13
Hospital 670,District 20,121
Hospital 670,District 20,121
Hospital 670,District 25,23
Hospital 670,District 25,23
Hospital 670,District 28,116
Hospital 670,District 28,116
Hospital 670,District 29,250
Hospital 670,District 29,250
Hospital 670,District 3,13
Hospital 670,District 3,13
Hospital 670,District 32,7
Hospital 670,District 32,7
Hospital 670,District 37,374
Hospital 670,District 37,374
Hospital 670,District 39,88
Hospital 670,District 39,88
Hospital 670,District 4,260
Hospital 670,District 4,260
Hospital 670,District 40,31
Hospital 670,District 40,31
Hospital 670,District 41,14
Hospital 670,District 41,14
Hospital 670,District 43,50
Hospital 670,District 43,50
Hospital 670,District 44,50
Hospital 670,District 44,50
Hospital 670,District 45,125
Hospital 670,District 45,125
Hospital 670,District 53,476
Hospital 670,District 53,476
Hospital 670,District 6,493
Hospital 670,District 6,493
Hospital 670,District 8,6
Hospital 670,District 8,6
Hospital 671,District 13,9
Hospital 671,District 18,16
Hospital 671,District 2,33
Hospital 671,District 20,11
Hospital 671,District 28,8
Hospital 671,District 30,16
Hospital 671,District 35,2
Hospital 671,District 41,3
Hospital 671,District 44,2
Hospital 671,District 53,3259
Hospital 671,District 8,4
Hospital 672,District 12,52
Hospital 672,District 13,524
Hospital 672,District 16,1
Hospital 672,District 17,265
Hospital 672,District 18,70
Hospital 672,District 20,4
Hospital 672,District 28,33
Hospital 672,District 3,32
Hospital 672,District 30,3
Hospital 672,District 32,1
Hospital 672,District 35,2
Hospital 672,District 37,21
Hospital 672,District 40,3
Hospital 672,District 40,3
Hospital 672,District 41,5
Hospital 672,District 44,13
Hospital 672,District 53,4206
Hospital 672,District 6,6
Hospital 673,District 10,6
Hospital 673,District 10,6
Hospital 673,District 13,2
Hospital 673,District 16,18
Hospital 673,District 18,4
Hospital 673,District 19,8
Hospital 673,District 19,8
Hospital 673,District 2,19
Hospital 673,District 20,1
Hospital 673,District 25,6
Hospital 673,District 30,38
Hospital 673,District 31,6
Hospital 673,District 53,7293
Hospital 673,District 6,3
Hospital 674,District 10,7
Hospital 674,District 10,7
Hospital 674,District 28,1
Hospital 674,District 43,12
Hospital 674,District 53,3869
Hospital 674,District 6,62
Hospital 675,District 13,21
Hospital 675,District 16,241
Hospital 675,District 17,2
Hospital 675,District 19,2
Hospital 675,District 19,2
Hospital 675,District 25,7
Hospital 675,District 28,7
Hospital 675,District 3,3
Hospital 675,District 30,1
Hospital 675,District 32,2
Hospital 675,District 37,7
Hospital 675,District 4,26
Hospital 675,District 41,35
Hospital 675,District 43,1
Hospital 675,District 44,3
Hospital 675,District 48,14
Hospital 675,District 53,2110
Hospital 675,District 6,81
Hospital 675,District 8,5
Hospital 675,District 9,47
Hospital 677,District 12,1319
Hospital 677,District 13,81
Hospital 677,District 15,4
Hospital 677,District 16,43
Hospital 677,District 17,28
Hospital 677,District 18,3
Hospital 677,District 19,70
Hospital 677,District 20,138
Hospital 677,District 25,10
Hospital 677,District 28,96
Hospital 677,District 3,21
Hospital 677,District 32,60
Hospital 677,District 35,7
Hospital 677,District 37,13
Hospital 677,District 4,50
Hospital 677,District 40,5
Hospital 677,District 41,324
Hospital 677,District 44,35
Hospital 677,District 45,31
Hospital 677,District 46,157
Hospital 677,District 48,17
Hospital 677,District 53,6105
Hospital 677,District 6,69
Hospital 677,District 8,52
Hospital 678,District 12,756
Hospital 678,District 13,484
Hospital 678,District 16,50
Hospital 678,District 17,36
Hospital 678,District 19,94
Hospital 678,District 2,883
Hospital 678,District 20,28
Hospital 678,District 23,9
Hospital 678,District 28,48
Hospital 678,District 29,13
Hospital 678,District 3,13
Hospital 678,District 32,43
Hospital 678,District 37,20
Hospital 678,District 4,67
