Hospital_ID,Region_ID,District_ID,Instrument_ID,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Year Total
Hospital 777,Region 1,District 13,Instrument 2,4154,6301,5440,4427,4475,5853,6510,6472,6648,5921,5509,5119,66829
Hospital 777,Region 1,District 13,Instrument 3,235,245,231,241,241,552,707,435,641,210,1759,453,5950
Hospital 777,Region 1,District 13,Instrument 4,3396,1887,1708,1595,1757,0,0,0,0,0,0,0,10343
Hospital 777,Region 1,District 13,Instrument 5,1520,1513,1485,1616,1499,1684,1609,1468,1313,1454,1599,1543,18303
Hospital 777,Region 1,District 15,Instrument 1,3,5,5,4,5,6,7,6,6,6,6,4,63
Hospital 777,Region 1,District 15,Instrument 2,20,77,81,18,297,420,331,281,311,315,345,316,2812
Hospital 777,Region 1,District 15,Instrument 3,15,71,17,32,0,0,0,0,0,0,0,0,135
Hospital 777,Region 1,District 15,Instrument 5,150,169,183,64,0,0,0,0,0,0,0,0,566
Hospital 777,Region 1,District 15,Instrument 7,218,218,218,210,0,0,0,0,0,0,0,0,864
Hospital 777,Region 1,District 18,Instrument 1,275,265,291,184,227,177,223,162,196,182,127,147,2456
Hospital 777,Region 1,District 18,Instrument 2,4229,4105,4393,2679,3339,2926,3469,2428,1051,1334,2084,2597,34634
Hospital 777,Region 1,District 18,Instrument 3,0,0,0,0,0,0,0,-26,1908,1561,606,294,4343
Hospital 777,Region 1,District 18,Instrument 4,125,188,137,96,91,121,93,0,0,0,0,0,851
Hospital 777,Region 1,District 18,Instrument 6,0,0,0,0,0,0,0,31,-11,-148,171,-12,31
Hospital 777,Region 1,District 2,Instrument 1,-10,183,3,4,2,2,1,0,0,0,0,0,185
Hospital 777,Region 1,District 2,Instrument 2,-94,1829,28,36,20,14,11,3,0,0,0,0,1847
Hospital 777,Region 1,District 2,Instrument 4,13,13,13,2,3,0,0,0,0,0,0,0,44
Hospital 777,Region 1,District 20,Instrument 1,20,-308,16,446,0,640,0,569,0,552,0,-122,1813
Hospital 777,Region 1,District 20,Instrument 2,264,-4161,216,6029,0,8652,0,7686,0,7454,1,-1646,24495
Hospital 777,Region 1,District 20,Instrument 3,548,9714,363,14612,165,7284,0,8138,0,5716,0,4729,51269
Hospital 777,Region 1,District 20,Instrument 6,4,-632,4,3174,831,6,4,6,4,6,4,1594,5005
Hospital 777,Region 1,District 20,Instrument 7,392,3878,377,3609,143,3782,0,3826,0,3244,0,-1949,17302
Hospital 777,Region 1,District 25,Instrument 2,43,47,51,37,39,41,43,74,25,45,153,153,751
Hospital 777,Region 1,District 25,Instrument 3,108,108,108,108,108,108,108,108,108,108,0,0,1080
Hospital 777,Region 1,District 28,Instrument 1,92,78,85,77,83,118,117,96,98,101,114,0,1059
Hospital 777,Region 1,District 28,Instrument 2,2872,3030,2794,2486,2450,2630,2780,2574,2326,2739,2747,3324,32752
Hospital 777,Region 1,District 28,Instrument 3,0,0,0,0,0,0,0,0,0,0,100,90,190
Hospital 777,Region 1,District 28,Instrument 4,18,18,18,18,18,12,12,12,12,12,12,0,162
Hospital 777,Region 1,District 28,Instrument 6,144,159,227,165,123,806,43,390,96,484,158,0,2795
Hospital 777,Region 1,District 3,Instrument 2,277,237,238,427,230,306,328,198,222,276,257,265,3261
Hospital 777,Region 1,District 31,Instrument 2,116,109,134,123,123,138,135,160,135,135,135,135,1578
Hospital 777,Region 1,District 32,Instrument 1,0,0,0,0,1,1,1,1,1,1,1,2,9
Hospital 777,Region 1,District 32,Instrument 2,37,36,33,33,29,54,30,27,30,58,40,40,447
Hospital 777,Region 1,District 34,Instrument 1,147,148,148,129,159,167,167,141,111,120,150,155,1742
Hospital 777,Region 1,District 34,Instrument 2,3692,2862,2937,2818,2821,2585,2506,2682,3012,2834,2255,2845,33849
Hospital 777,Region 1,District 34,Instrument 3,77,110,103,79,103,98,91,87,87,87,79,80,1081
Hospital 777,Region 1,District 34,Instrument 4,530,537,213,261,218,252,239,329,0,0,0,0,2579
Hospital 777,Region 1,District 34,Instrument 5,208,237,214,209,144,-2,-48,4,93,159,145,113,1476
Hospital 777,Region 1,District 34,Instrument 7,360,398,378,378,378,1182,1122,1106,377,377,377,377,6810
Hospital 777,Region 1,District 37,Instrument 2,108,37,38,32,30,30,30,30,30,30,30,30,455
Hospital 777,Region 1,District 37,Instrument 3,5,32,32,46,32,32,32,32,-7,5,5,5,251
Hospital 777,Region 1,District 39,Instrument 1,21,21,39,28,24,55,36,83,52,96,95,223,773
Hospital 777,Region 1,District 39,Instrument 2,352,348,653,456,400,912,591,1302,792,1586,1563,3499,12454
Hospital 777,Region 1,District 39,Instrument 4,1232,1114,1465,1684,1235,1618,2045,2753,2314,2040,2206,691,20397
Hospital 777,Region 1,District 39,Instrument 7,3401,3401,3401,5623,2944,2944,2944,3856,3329,3329,3329,3262,41763
Hospital 777,Region 1,District 46,Instrument 2,141,62,413,14,14,84,33,185,15,40,51,102,1154
Hospital 777,Region 1,District 5,Instrument 2,125,102,102,90,131,103,98,91,78,83,90,91,1184
Hospital 777,Region 1,District 50,Instrument 2,72637,5619,44124,43578,50009,26535,2435,16990,16779,5889,14073,8541,307209
Hospital 777,Region 1,District 50,Instrument 3,3341,5765,3611,2841,2529,2174,258,1492,1428,1178,882,309,25808
Hospital 777,Region 1,District 50,Instrument 5,90,72,77,67,7431,7437,7419,52,7426,7409,7409,7429,52318
Hospital 777,Region 1,District 50,Instrument 6,2332,7290,7368,7290,5357,0,668,0,0,0,0,0,30305
Hospital 777,Region 1,District 50,Instrument 7,0,0,0,0,0,0,0,7347,0,0,0,0,7347
Hospital 777,Region 1,District 52,Instrument 2,0,0,158,0,0,0,0,0,0,0,0,0,158
Hospital 777,Region 1,District 52,Instrument 7,158,158,0,158,158,158,0,0,0,0,0,0,790
Hospital 777,Region 1,District 7,Instrument 2,445,417,417,386,408,413,413,430,409,398,410,412,4958
Hospital 777,Region 1,District 8,Instrument 1,111,101,103,93,97,0,0,0,0,0,0,0,505
Hospital 777,Region 1,District 8,Instrument 2,793,721,737,664,694,803,578,632,607,654,678,713,8274
Hospital 777,Region 1,No District Available,Instrument 6,0,0,0,0,0,397,0,0,0,0,0,0,397
Hospital 778,Region 2,District 17,Instrument 1,4,4,6,6,5,4,3,4,3,3,4,2,48
Hospital 778,Region 2,District 17,Instrument 2,38,38,45,38,38,43,42,33,32,38,30,38,453
Hospital 778,Region 2,District 29,Instrument 5,5,6,10,8,12,11,10,8,10,10,0,8,98
Hospital 778,Region 2,District 32,Instrument 2,4,5,6,4,2,-3,0,0,0,0,0,0,18
Hospital 778,Region 2,District 39,Instrument 1,5,5,5,4,5,79,87,75,82,83,84,81,595
Hospital 778,Region 2,District 39,Instrument 2,83,72,72,69,84,1315,1448,1240,1364,1379,1388,1353,9867
Hospital 778,Region 2,District 39,Instrument 4,11,44,11,11,11,163,247,265,232,193,197,208,1593
Hospital 778,Region 2,District 41,Instrument 1,0,0,0,0,0,0,0,0,0,13,19,16,48
Hospital 778,Region 2,District 41,Instrument 2,0,0,0,0,0,0,0,0,0,23,258,277,558
Hospital 778,Region 2,District 41,Instrument 3,0,0,0,0,0,0,0,0,0,2,17,17,36
Hospital 778,Region 2,District 41,Instrument 5,0,0,0,0,0,0,0,0,0,0,0,52,52
Hospital 778,Region 2,District 50,Instrument 2,19654,21249,19452,13417,20482,19236,17317,2272,2287,-1024,-4305,32321,162358
Hospital 778,Region 2,District 50,Instrument 3,9538,8417,8674,8790,9604,9482,10980,9764,9482,9551,9518,8781,112581
Hospital 778,Region 2,District 50,Instrument 5,31104,29666,30643,29826,29580,32221,17945,0,28703,30640,38133,28446,326907
Hospital 778,Region 2,District 50,Instrument 6,11451,0,0,0,0,0,0,0,0,0,0,0,11451
Hospital 778,Region 2,District 50,Instrument 7,0,0,0,0,0,0,0,29346,0,0,0,0,29346
Hospital 779,Region 2,District 10,Instrument 1,17,17,16,18,14,17,14,16,15,9,48,20,221
Hospital 779,Region 2,District 10,Instrument 2,412,526,386,602,409,409,491,451,426,534,400,448,5494
Hospital 779,Region 2,District 10,Instrument 3,105,96,165,530,90,81,95,82,79,78,87,257,1745
Hospital 779,Region 2,District 10,Instrument 4,0,0,0,0,0,0,0,0,0,0,0,3,3
Hospital 779,Region 2,District 10,Instrument 6,105,85,109,74,76,27,65,95,0,45,41,40,762
Hospital 779,Region 2,District 10,Instrument 7,81,0,0,0,0,0,0,0,0,-63,3271,695,3984
Hospital 779,Region 2,District 12,Instrument 2,2789,2928,3333,2498,3015,3140,3899,3192,7355,4,0,3668,35821
Hospital 779,Region 2,District 12,Instrument 3,763,799,758,790,739,715,754,794,715,727,715,0,8269
Hospital 779,Region 2,District 13,Instrument 1,1,1,2,3,2,0,0,0,0,0,0,0,9
Hospital 779,Region 2,District 13,Instrument 2,-81,-73,-64,10,-18,535,616,571,536,501,165541,601,168675
Hospital 779,Region 2,District 13,Instrument 3,550,129,143,124,118,80,272,191,54,77,70,105,1913
Hospital 779,Region 2,District 13,Instrument 4,809,668,566,481,469,0,0,0,0,0,0,0,2993
Hospital 779,Region 2,District 14,Instrument 2,115,115,0,0,0,0,0,0,0,0,0,0,230
Hospital 779,Region 2,District 14,Instrument 5,10,14,136,115,115,0,0,0,0,0,0,0,390
Hospital 779,Region 2,District 14,Instrument 7,0,0,0,0,0,117,117,117,118,118,111,117,815
Hospital 779,Region 2,District 16,Instrument 2,13,7,13,13,13,13,13,13,13,13,13,13,150
Hospital 779,Region 2,District 18,Instrument 1,48,42,47,36,32,45,45,53,41,43,23,24,479
Hospital 779,Region 2,District 18,Instrument 2,422,424,504,400,343,600,530,-610,352,-1062,394,415,2712
Hospital 779,Region 2,District 18,Instrument 3,0,0,0,0,0,0,0,1315,182,1674,-7,-2,3162
Hospital 779,Region 2,District 18,Instrument 4,161,83,85,44,46,48,45,0,0,0,0,0,512
Hospital 779,Region 2,District 18,Instrument 6,0,0,0,0,0,0,0,9,-2,-31,24,-2,-2
Hospital 779,Region 2,District 20,Instrument 1,0,170,0,192,0,166,0,208,3,281,5,233,1258
Hospital 779,Region 2,District 20,Instrument 2,0,2296,0,2590,-959,2235,0,2814,36,3792,59,3142,16005
Hospital 779,Region 2,District 20,Instrument 3,3,2099,0,2225,0,2524,0,3052,0,1360,0,2130,13393
Hospital 779,Region 2,District 20,Instrument 6,0,40,0,58,0,58,0,309,0,0,0,0,465
Hospital 779,Region 2,District 20,Instrument 7,0,39,0,24,0,32,0,32,0,184,0,351,662
Hospital 779,Region 2,District 21,Instrument 2,362,386,427,384,421,558,379,181,277,169,296,192,4032
Hospital 779,Region 2,District 21,Instrument 3,0,0,0,0,0,0,113,127,106,135,155,103,739
Hospital 779,Region 2,District 21,Instrument 6,0,0,0,0,0,0,115,126,30,128,28,112,539
Hospital 779,Region 2,District 27,Instrument 1,58,43,65,12,24,79,33,32,28,15,29,23,441
Hospital 779,Region 2,District 27,Instrument 2,1361,1196,1352,1681,1963,1963,2072,1808,1606,1640,1710,1755,20107
Hospital 779,Region 2,District 28,Instrument 1,135,118,115,4,6,6,3,4,3,2,2,0,398
Hospital 779,Region 2,District 28,Instrument 2,2552,2478,2114,-83,111,117,85,99,59,79,68,108,7787
Hospital 779,Region 2,District 28,Instrument 4,823,814,689,34,30,30,30,30,30,30,31,0,2571
Hospital 779,Region 2,District 28,Instrument 6,133,124,126,-130,19,24,13,5,23,7,15,0,359
Hospital 779,Region 2,District 29,Instrument 1,64,53,165,0,0,0,0,0,0,0,0,0,282
Hospital 779,Region 2,District 29,Instrument 2,639,531,1648,928,694,643,645,632,681,196,666,660,8563
Hospital 779,Region 2,District 29,Instrument 3,0,0,837,0,0,0,0,0,0,0,0,0,837
Hospital 779,Region 2,District 29,Instrument 4,159,242,2006,48,70,97,30,75,39,10,15,7,2798
Hospital 779,Region 2,District 29,Instrument 5,0,0,0,0,0,0,99,15,17,25,29,26,211
Hospital 779,Region 2,District 31,Instrument 2,1640,1702,1901,1738,1738,1710,1642,1654,1731,1731,1731,1731,20649
Hospital 779,Region 2,District 32,Instrument 1,0,0,0,0,14,11,9,9,8,9,9,7,76
Hospital 779,Region 2,District 32,Instrument 2,442,356,383,255,420,653,559,318,348,203,393,285,4615
Hospital 779,Region 2,District 32,Instrument 3,91,90,91,91,89,89,90,95,88,84,98,89,1085
Hospital 779,Region 2,District 32,Instrument 4,65,58,54,52,0,0,0,0,0,0,0,0,229
Hospital 779,Region 2,District 34,Instrument 1,5,6,7,6,6,5,7,8,7,8,10,10,85
Hospital 779,Region 2,District 34,Instrument 2,170,127,228,151,155,150,142,155,131,265,188,178,2040
Hospital 779,Region 2,District 34,Instrument 3,31,31,31,31,31,31,31,31,31,24,29,31,363
Hospital 779,Region 2,District 35,Instrument 2,33,32,330,296,370,432,429,315,315,315,315,315,3497
Hospital 779,Region 2,District 37,Instrument 2,12,12,12,12,12,12,12,12,12,12,12,12,144
Hospital 779,Region 2,District 37,Instrument 3,9,9,9,9,9,9,17,17,17,17,17,17,156
Hospital 779,Region 2,District 4,Instrument 2,825,882,816,760,808,842,766,825,612,779,735,676,9326
Hospital 779,Region 2,District 41,Instrument 1,29,26,31,22,28,28,25,29,27,29,32,35,341
Hospital 779,Region 2,District 41,Instrument 2,650,650,777,800,665,768,829,654,590,870,766,1657,9676
Hospital 779,Region 2,District 41,Instrument 3,748,748,630,643,656,671,691,701,702,682,785,338,7995
Hospital 779,Region 2,District 41,Instrument 5,198,324,169,194,231,197,250,217,265,259,259,252,2815
Hospital 779,Region 2,District 44,Instrument 2,380,473,373,234,440,473,480,499,408,484,387,432,5063
Hospital 779,Region 2,District 44,Instrument 3,310,287,212,206,0,0,0,0,0,0,0,0,1015
Hospital 779,Region 2,District 44,Instrument 7,668,701,735,705,701,220,660,654,666,695,355,0,6760
Hospital 779,Region 2,District 46,Instrument 2,336,352,180,329,329,509,363,480,297,307,291,289,4062
Hospital 779,Region 2,District 46,Instrument 3,0,0,125,0,0,0,0,0,0,0,0,0,125
Hospital 779,Region 2,District 48,Instrument 1,84,63,63,60,86,86,137,105,102,95,68,42,991
Hospital 779,Region 2,District 48,Instrument 2,758,746,740,716,573,576,628,627,657,691,517,600,7829
Hospital 779,Region 2,District 48,Instrument 3,541,541,610,595,657,0,0,0,0,0,0,0,2944
Hospital 779,Region 2,District 50,Instrument 2,9933,9307,6779,9752,7008,8144,7008,1146,-899,-1042,-1052,-1069,55015
Hospital 779,Region 2,District 50,Instrument 3,993,1083,900,1146,927,921,615,488,201,54,22,4,7354
Hospital 779,Region 2,District 50,Instrument 5,0,0,0,0,958,958,958,0,958,958,958,958,6706
Hospital 779,Region 2,District 50,Instrument 6,0,958,1531,958,0,0,0,0,0,0,0,0,3447
Hospital 779,Region 2,District 50,Instrument 7,0,0,0,0,0,0,0,958,0,0,0,0,958
Hospital 779,Region 2,District 51,Instrument 2,585,602,621,652,617,557,462,602,654,612,617,746,7327
Hospital 779,Region 2,District 51,Instrument 3,0,0,0,0,62,62,60,65,62,66,79,84,540
Hospital 779,Region 2,District 51,Instrument 7,159,153,114,190,0,0,0,0,0,0,0,0,616
Hospital 779,Region 2,District 52,Instrument 7,0,0,0,0,380,133,135,135,122,121,129,0,1155
Hospital 779,Region 2,District 6,Instrument 2,0,0,0,0,0,0,0,0,0,28,31,28,87
Hospital 78,Region 1,District 16,Instrument 2,184,162,157,166,147,147,175,160,132,174,156,156,1916
Hospital 78,Region 1,District 18,Instrument 1,69,67,75,73,79,93,103,112,138,143,127,134,1213
Hospital 78,Region 1,District 18,Instrument 2,766,764,830,788,848,1098,1224,1201,1411,1623,1768,2020,14341
Hospital 78,Region 1,District 18,Instrument 3,0,0,0,0,0,0,0,41,39,-9,-9,41,103
Hospital 78,Region 1,District 18,Instrument 4,2,2,1,0,0,0,0,0,0,0,0,0,5
Hospital 78,Region 1,District 18,Instrument 6,0,0,0,0,0,0,0,16,-6,-84,112,-8,30
Hospital 78,Region 1,District 20,Instrument 1,87,33,69,26,0,24,75,29,61,33,56,26,519
Hospital 78,Region 1,District 20,Instrument 2,1169,437,929,344,926,324,1008,384,823,449,749,354,7896
Hospital 78,Region 1,District 20,Instrument 3,526,33,477,21,754,244,545,15,337,46,337,53,3388
Hospital 78,Region 1,District 20,Instrument 7,0,0,0,0,5,0,5,2,5,2,26,3,48
Hospital 78,Region 1,District 25,Instrument 2,0,429,387,380,310,378,255,257,202,326,288,288,3500
Hospital 78,Region 1,District 28,Instrument 3,132,132,132,132,132,132,132,132,119,0,0,0,1175
Hospital 78,Region 1,District 29,Instrument 1,8,30,98,0,0,0,0,0,0,0,0,0,136
Hospital 78,Region 1,District 29,Instrument 2,75,295,978,70,115,83,94,77,77,70,83,74,2091
Hospital 78,Region 1,District 29,Instrument 3,38,38,0,21,21,21,21,21,21,21,21,25,269
Hospital 78,Region 1,District 29,Instrument 4,1,1,213,3,5,2,13,5,0,1,1,1,246
Hospital 78,Region 1,District 39,Instrument 1,89,92,84,74,89,75,118,77,77,83,82,83,1023
Hospital 78,Region 1,District 39,Instrument 2,1476,1524,1403,1236,1483,1253,1956,1276,1274,1377,1364,1374,16996
Hospital 78,Region 1,District 39,Instrument 4,1477,1180,1163,981,738,750,605,694,630,732,675,653,10278
Hospital 780,Region 4,District 1,Instrument 1,122,99,148,35,24,0,0,0,0,32,0,0,460
Hospital 780,Region 4,District 1,Instrument 2,372,5727,5690,367,367,367,368,1511,1530,235,93,93,16720
Hospital 780,Region 4,District 1,Instrument 5,1842,0,0,0,0,0,0,0,0,0,0,0,1842
Hospital 780,Region 4,District 1,Instrument 6,0,0,0,5339,5356,7279,6102,3067,0,5382,5588,5094,43207
Hospital 780,Region 4,District 1,Instrument 8,0,0,0,14,11,18,12,102,122,13,11,14,317
Hospital 780,Region 4,District 10,Instrument 1,294,292,275,298,237,302,245,295,261,180,831,362,3872
Hospital 780,Region 4,District 10,Instrument 2,3839,3916,3628,4662,4152,4155,3047,3430,4336,3256,3793,4329,46543
Hospital 780,Region 4,District 10,Instrument 3,2035,1539,1124,1423,232,1145,1083,1002,1821,1030,1167,1771,15372
Hospital 780,Region 4,District 10,Instrument 4,436,431,431,407,388,360,249,137,72,44,26,135,3116
Hospital 780,Region 4,District 10,Instrument 6,744,615,624,616,1513,756,878,1227,1132,1185,1270,1210,11770
Hospital 780,Region 4,District 10,Instrument 7,11659,10304,10394,9969,10132,10240,10238,10383,11076,9945,10200,10827,125367
Hospital 780,Region 4,District 17,Instrument 1,24357,26568,25486,24153,25374,3079,2704,2754,2749,2549,2982,1079,143834
Hospital 780,Region 4,District 17,Instrument 2,2371,2609,3298,2853,2562,7761,14646,14817,14468,13746,13809,15236,108176
Hospital 780,Region 4,District 17,Instrument 3,17,56,86,164,-26,0,0,0,0,0,0,0,297
Hospital 780,Region 4,District 17,Instrument 8,704,704,704,682,693,23139,25156,24787,21516,23606,20757,25649,168097
Hospital 780,Region 4,District 20,Instrument 1,629,2851,509,3100,0,15,8026,-4017,4306,999,267,1167,17852
Hospital 780,Region 4,District 20,Instrument 2,8502,38522,6876,41893,-67353,205,108463,-54285,58180,13501,3609,15765,173878
Hospital 780,Region 4,District 20,Instrument 3,1854,59476,1138,63875,1206,63860,3144,41556,-36849,36474,774,28820,265328
Hospital 780,Region 4,District 20,Instrument 6,33,554,0,1546,0,1621,0,11991,0,10310,0,9498,35553
Hospital 780,Region 4,District 20,Instrument 7,1649,911,1638,949,1575,1004,1632,1013,1607,1092,1652,1108,15830
Hospital 780,Region 4,District 20,Instrument 8,0,0,0,0,4,0,0,0,0,0,0,0,4
Hospital 780,Region 4,District 34,Instrument 1,116,104,108,96,121,106,96,107,96,90,109,115,1264
Hospital 780,Region 4,District 34,Instrument 2,1271,1311,1238,1094,1110,995,901,825,1015,1117,1603,1059,13539
Hospital 780,Region 4,District 34,Instrument 3,46,53,70,75,63,50,50,62,110,104,309,125,1117
Hospital 780,Region 4,District 34,Instrument 4,314,347,312,297,293,194,182,180,0,0,0,0,2119
Hospital 780,Region 4,District 34,Instrument 5,560,566,560,567,573,474,429,465,507,506,556,513,6276
Hospital 780,Region 4,District 34,Instrument 7,2484,2383,2414,2351,2368,1897,1995,2072,1987,1987,2032,1956,25926
Hospital 780,Region 4,District 34,Instrument 8,185,185,183,183,183,116,124,147,134,124,119,120,1803
Hospital 780,Region 4,District 35,Instrument 2,420,592,1502,1281,1849,1577,1086,1314,1314,1314,1314,1314,14877
Hospital 780,Region 4,District 36,Instrument 2,0,483,483,465,397,676,379,400,403,392,409,443,4930
Hospital 780,Region 4,District 38,Instrument 2,21,9,9,0,25,9,10,9,10,15,12,11,140
Hospital 780,Region 4,District 4,Instrument 2,62,67,62,58,83,66,67,66,69,68,65,97,830
Hospital 780,Region 4,District 44,Instrument 2,264,236,214,187,249,204,203,261,241,860,268,216,3403
Hospital 780,Region 4,District 44,Instrument 3,82,70,70,66,0,0,0,0,0,0,0,0,288
Hospital 780,Region 4,District 44,Instrument 7,533,533,533,533,533,40,533,533,533,533,533,533,5903
Hospital 780,Region 4,District 49,Instrument 2,1172,1010,1124,1037,1077,732,761,656,72,154,151,148,8094
Hospital 780,Region 4,District 50,Instrument 2,2050,2370,2021,1767,1667,1566,379,2155,1643,1867,2434,1966,21885
Hospital 780,Region 4,District 50,Instrument 3,148,495,221,182,129,179,303,262,135,175,340,285,2854
Hospital 780,Region 4,District 50,Instrument 5,54,55,57,52,56,55,54,0,55,56,57,48,599
Hospital 780,Region 4,District 50,Instrument 7,0,0,0,0,0,0,0,53,0,0,0,0,53
Hospital 780,Region 4,District 7,Instrument 2,520,646,646,664,489,478,426,388,404,383,371,408,5823
Hospital 780,Region 4,No District Available,Instrument 6,0,0,0,0,1871,1784,0,0,0,0,0,0,3655
Hospital 781,Region 4,District 1,Instrument 1,17,14,27,22,15,9,11,8,8,9,28,14,182
Hospital 781,Region 4,District 1,Instrument 2,169,175,217,213,188,185,112,218,210,190,192,200,2269
Hospital 781,Region 4,District 1,Instrument 3,0,0,0,0,0,0,1,1,0,50,38,12,102
Hospital 781,Region 4,District 1,Instrument 6,15,17,31,21,50,77,3,6,8,0,0,0,228
Hospital 781,Region 4,District 12,Instrument 2,82,84,89,84,81,85,87,82,65,78,64,77,958
Hospital 781,Region 4,District 13,Instrument 5,34,30,63,31,0,59,0,29,23,0,0,0,269
Hospital 781,Region 4,District 15,Instrument 1,814,753,819,620,729,658,599,629,606,502,557,518,7804
Hospital 781,Region 4,District 15,Instrument 2,2704,1865,-3730,-6664,33777,13319,29089,29680,23001,26047,31711,26838,207637
Hospital 781,Region 4,District 15,Instrument 3,3880,5264,7921,1691,0,0,0,0,0,0,0,0,18756
Hospital 781,Region 4,District 15,Instrument 5,2562,1868,2082,1287,0,0,0,0,0,0,0,0,7799
Hospital 781,Region 4,District 15,Instrument 7,29719,29543,29847,31937,0,0,0,0,0,0,0,0,121046
Hospital 781,Region 4,District 20,Instrument 1,59,174,55,170,0,168,65,149,56,156,52,107,1211
Hospital 781,Region 4,District 20,Instrument 2,793,2351,746,2294,818,2267,878,2005,759,2104,697,1441,17153
Hospital 781,Region 4,District 20,Instrument 3,1543,3270,1409,3907,2615,3436,1538,3314,1584,3667,420,2918,29621
Hospital 781,Region 4,District 20,Instrument 6,6,-3,6,74,6,75,6,171,6,128,6,93,574
Hospital 781,Region 4,District 20,Instrument 7,0,1385,0,1446,0,1939,0,1360,0,1287,0,845,8262
Hospital 781,Region 4,District 28,Instrument 1,16,13,14,13,21,23,14,15,13,12,19,0,173
Hospital 781,Region 4,District 28,Instrument 2,574,572,609,643,697,712,720,859,747,669,699,734,8235
Hospital 781,Region 4,District 28,Instrument 3,55,55,59,58,55,60,133,95,95,95,55,55,870
Hospital 781,Region 4,District 28,Instrument 4,147,143,143,148,154,150,158,155,155,155,155,0,1663
Hospital 781,Region 4,District 28,Instrument 6,119,211,245,119,82,126,54,62,74,29,115,0,1236
Hospital 781,Region 4,District 34,Instrument 1,43,39,43,36,47,48,45,57,42,42,43,47,532
Hospital 781,Region 4,District 34,Instrument 2,292,639,663,566,610,580,585,604,646,578,564,586,6913
Hospital 781,Region 4,District 34,Instrument 3,196,202,207,197,197,197,198,197,200,199,199,197,2386
Hospital 781,Region 4,District 34,Instrument 4,5,9,14,99,36,-3,7,4,0,0,0,0,171
Hospital 781,Region 4,District 34,Instrument 5,38,42,42,39,41,42,41,39,37,34,37,32,464
Hospital 781,Region 4,District 4,Instrument 2,1983,2196,2348,2424,2330,2388,2500,3082,2555,2763,2781,2469,29819
Hospital 781,Region 4,District 8,Instrument 1,24,23,23,19,22,0,0,0,0,0,0,0,111
Hospital 781,Region 4,District 8,Instrument 2,172,165,166,135,153,200,256,166,122,129,126,117,1907
Hospital 782,Region 5,District 45,Instrument 3,55,46,41,41,41,41,41,8,32,36,33,32,447
Hospital 782,Region 5,District 8,Instrument 2,0,0,0,0,0,0,432,353,276,339,301,290,1991
Hospital 783,Region 1,District 13,Instrument 1,5,5,4,6,5,0,0,0,0,0,0,0,25
Hospital 783,Region 1,District 13,Instrument 2,153,189,201,142,125,1066,1173,1277,1119,1228,1216,1508,9397
Hospital 783,Region 1,District 13,Instrument 3,46,46,46,46,47,77,86,105,85,108,93,130,915
Hospital 783,Region 1,District 13,Instrument 4,865,788,742,827,927,0,0,0,0,0,0,0,4149
Hospital 783,Region 1,District 20,Instrument 1,79,0,74,0,0,0,111,0,79,0,73,0,416
Hospital 783,Region 1,District 20,Instrument 2,1059,0,1000,0,1248,0,1492,0,1059,0,989,0,6847
Hospital 783,Region 1,District 20,Instrument 3,237,0,21,0,28,0,359,0,295,0,169,0,1109
Hospital 783,Region 1,District 20,Instrument 7,0,0,0,0,0,0,0,0,2,0,0,0,2
Hospital 783,Region 1,District 21,Instrument 2,2664,2664,2662,2659,2677,1860,14,14,31,14,33,14,15306
Hospital 783,Region 1,District 21,Instrument 3,0,0,0,0,0,0,0,0,0,1,0,0,1
Hospital 783,Region 1,District 21,Instrument 6,0,0,0,0,0,0,20,12,1,34,1,33,101
Hospital 783,Region 1,District 21,Instrument 7,0,0,0,0,0,0,1573,1574,1574,1574,1536,1537,9368
Hospital 783,Region 1,District 50,Instrument 1,58,56,58,54,54,54,54,54,51,48,51,46,638
Hospital 783,Region 1,District 50,Instrument 2,23,29,28,14,16,13,25,13,19,21,49,32,282
Hospital 783,Region 1,District 52,Instrument 7,0,0,0,157,157,157,132,132,124,128,114,110,1211
Hospital 784,Region 5,District 39,Instrument 1,134,122,146,113,116,88,360,264,321,309,375,225,2573
Hospital 784,Region 5,District 39,Instrument 2,1222,1285,1706,1437,1434,833,5201,3681,4702,4421,5573,3107,34602
Hospital 784,Region 5,District 39,Instrument 4,2242,1870,1668,1480,1901,1139,2610,2724,2855,4789,5204,5565,34047
Hospital 784,Region 5,District 39,Instrument 7,4172,5243,4533,9852,7235,517,4230,4197,4194,2400,4060,517,51150
Hospital 784,Region 5,District 44,Instrument 2,70,437,446,476,665,498,442,570,535,519,582,471,5711
Hospital 784,Region 5,District 44,Instrument 3,40,163,43,55,0,0,0,0,0,0,0,0,301
Hospital 784,Region 5,District 44,Instrument 7,1022,791,848,923,929,513,862,849,867,886,838,830,10158
Hospital 784,Region 5,District 50,Instrument 11,42,42,42,42,167,0,0,125,0,0,125,0,585
Hospital 784,Region 5,District 50,Instrument 2,1380,1407,1123,1054,973,1008,880,899,833,882,757,710,11906
Hospital 784,Region 5,District 50,Instrument 3,68,72,65,67,64,54,47,47,47,47,47,47,672
Hospital 784,Region 5,District 50,Instrument 4,241,215,212,232,229,214,185,190,172,172,155,147,2364
Hospital 784,Region 5,District 50,Instrument 5,1011,1168,803,1082,1089,1061,1116,1086,1030,1522,-16370,1569,-3833
